42.546245,1.601554
23.424076,53.847818
33.93911,67.709953
17.060816,-61.796428
18.220554,-63.068615
41.153332,20.168331
40.069099,45.038189
12.226079,-69.060087
-11.202692,17.873887
-75.250973,-0.071389
-38.416097,-63.616672
-14.270972,-170.132217
47.516231,14.550072
-25.274398,133.775136
12.521110,-69.968338
40.143105,47.576927
43.915886,17.679076
13.193887,-59.543198
23.684994,90.356331
50.503887,4.469936
12.238333,-1.561593
14.641528,-61.024174
21.00789,-10.940835
16.742498,-62.187366
35.937496,14.375416
-20.348404,57.552152
3.202778,73.22068
-13.254308,34.301525
23.634501,-102.552784
4.210484,101.975766
-18.665695,35.529562
-22.95764,18.49041
-20.904305,165.618042
17.607789,8.081666
-29.040835,167.954712
9.081999,8.675277
12.865416,-85.207229
52.132633,5.291266
60.472024,8.468946
28.394857,84.124008
-0.522778,166.931503
-19.054445,-169.867233
-40.900557,174.885971
21.512583,55.923255
8.537981,-80.782127
-9.189967,-75.015152
-17.679742,-149.406843
-6.314993,143.95555
12.879721,121.774017
30.375321,69.345116
